emotion_clause,cause_candidate,pairs_len,correctness
心里有时特别内疚,礼物一概不收,"8,6",false
贺某深感愧疚,在居委会大厅内,"6,7",false
贺某深感愧疚,贺某早已在此等候,"6,8",false
贺某深感愧疚,失散三十年的母子终于见了面,"6,13",false
贺某深感愧疚,儿子,"6,2",false
贺某深感愧疚,妈妈对不起你啊,"6,7",false
贺某深感愧疚,当年没有尽义务将儿子抚养成人,"6,14",true
贺某深感愧疚,并对民警的热心帮助,"6,9",false
贺某深感愧疚,表达谢意,"6,4",false
贺某深感愧疚,如今,"6,2",false
贺某深感愧疚,贺某已经在安徽结婚育有两子,"6,13",false
贺某深感愧疚,不能和儿子回重庆,"6,8",false
贺某深感愧疚,聂某表示,"6,4",false
贺某深感愧疚,找到母亲就够了,"6,7",false
贺某深感愧疚,以后有机会再来看她,"6,9",false
心生起一丝愧疚,来自上海的雯雯就读的这所大学是法国著名的理工科院校,"7,25",false
心生起一丝愧疚,曾培养过许多的化学家,"7,10",false
心生起一丝愧疚,其中还包括一些诺贝尔奖得主,"7,13",false
心生起一丝愧疚,正如此,"7,3",false
心生起一丝愧疚,忙于课业的她感觉忽略了父母,"7,13",true
心生起一丝愧疚,她从口袋里掏出手机,"7,9",false
心生起一丝愧疚,正准备给妈妈发信息问候,"7,11",false
心生起一丝愧疚,却看到收件箱里有一条短信,"7,12",false
心生起一丝愧疚,速回电,"7,3",false
心生起一丝愧疚,发件人是父亲,"7,6",false
她的勇敢和孝心感动了不少爱心人,3月17日,"15,5",false
她的勇敢和孝心感动了不少爱心人,闫倩玉看到家里房屋失火,"15,11",false
她的勇敢和孝心感动了不少爱心人,为救在房间睡觉的母亲,"15,10",false
她的勇敢和孝心感动了不少爱心人,危急之下她奋不顾身冲入火中,"15,13",false
她的勇敢和孝心感动了不少爱心人,结果母亲受了轻伤,"15,8",false
她的勇敢和孝心感动了不少爱心人,她自己特重度烧伤,"15,8",false
她的勇敢和孝心感动了不少爱心人,被抬上救护车时还一直喊着救妈妈,"15,15",false
她的勇敢和孝心感动了不少爱心人,救治过程中,"15,5",false
她的勇敢和孝心感动了不少爱心人,南石医院累计收到账号捐款和上门捐款近260万元,"15,23",false
让人敬佩,她作出一个决定要把老师和同学的捐款加上自己的压岁钱,"4,25",false
让人敬佩,捐给受灾的小朋友,"4,8",false
让人敬佩,爸爸妈妈都支持她的决定,"4,11",false
让人敬佩,并设法联系到了上海市残疾人福利基金会,"4,18",false
让人敬佩,昨天下午,"4,4",false
让人敬佩,基金会秘书长李晓雪前去接受了捐款,"4,16",false
让人敬佩,李晓雪说,"4,4",false
让人敬佩,一个身患重病的孩子还能想到他人,"4,15",true
让人敬佩,基金会将用这笔捐款购买书包和文具送到灾区孩子的手中,"4,25",false
让人敬佩,也要把这个爱心事告诉灾区的孩子,"4,15",false
令人敬佩,今年100岁的关英汉是沈河区风雨坛卫生服务中心的退休职工,"4,28",false
令人敬佩,他生活并不富裕,"4,7",false
令人敬佩,家住30余平方米的单间,"4,11",false
令人敬佩,条件极为简朴,"4,6",false
令人敬佩,但每逢国家遭难,"4,7",false
令人敬佩,老人都会慷慨相助,"4,8",true
令人敬佩,老人的儿子关宗禹说,"4,9",false
令人敬佩,父亲退休后,"4,5",false
令人敬佩,花销很少,"4,4",false
令人敬佩,积攒下来的退休金几乎全部用来捐灾助贫,"4,18",false
令人敬佩,儿女们起初不理解,"4,8",false
令人敬佩,但看到每次捐款之后老人都像中奖一样高兴,"4,19",false
令人敬佩,也就渐渐顺着他了,"4,8",false
对妻子一直很愧疚,就在许多群众仍惊慌未定之时,"8,13",false
对妻子一直很愧疚,高泽美已把全村跑了个遍,"8,11",false
对妻子一直很愧疚,确认大家都安全,"8,7",false
对妻子一直很愧疚,他抬表一看,"8,5",false
对妻子一直很愧疚,还不到10分钟,"8,7",false
对妻子一直很愧疚,地震后,"8,3",false
对妻子一直很愧疚,高泽美完全顾不上家,"8,9",true
对妻子一直很愧疚,23日凌晨回到家中,"8,9",false
对妻子一直很愧疚,高泽美看到墙角里放着上面送来的民政救灾帐篷,"8,21",false
对妻子一直很愧疚,一肚子火就上来了,"8,8",false
对妻子一直很愧疚,上面拨来的帐篷还不多,"8,10",false
对妻子一直很愧疚,我家怎么能先拿,"8,7",false
太平镇胜利村的袁永宁依然心有余悸,他说,"16,2",false
太平镇胜利村的袁永宁依然心有余悸,此次地震的地形复杂,"16,9",false
太平镇胜利村的袁永宁依然心有余悸,都在山区,"16,4",false
太平镇胜利村的袁永宁依然心有余悸,遇到特殊情况无法起降,"16,10",false
太平镇胜利村的袁永宁依然心有余悸,今日天气良好,"16,6",false
太平镇胜利村的袁永宁依然心有余悸,已出动飞机16架次,"16,9",false
太平镇胜利村的袁永宁依然心有余悸,主要往重灾区运输粮食和医护人员,"16,15",false
太平镇胜利村的袁永宁依然心有余悸,经过8分钟飞行,"16,7",false
太平镇胜利村的袁永宁依然心有余悸,飞机抵达太平镇,"16,7",false
太平镇胜利村的袁永宁依然心有余悸,记者在街道看到,"16,7",false
太平镇胜利村的袁永宁依然心有余悸,两边的房屋有的已倒塌,"16,10",false
太平镇胜利村的袁永宁依然心有余悸,有的裂了数厘米宽逢,"16,9",false
太平镇胜利村的袁永宁依然心有余悸,屋顶瓦片多数摔在地上,"16,10",false
太平镇胜利村的袁永宁依然心有余悸,回忆起地震的情景,"16,8",true
太平镇胜利村的袁永宁依然心有余悸,当时,"16,2",false
太平镇胜利村的袁永宁依然心有余悸,他正在地下室喝水,"16,8",false
太平镇胜利村的袁永宁依然心有余悸,忽然感到地面剧烈拱起来,"16,11",false
太平镇胜利村的袁永宁依然心有余悸,就赶快跑出来,"16,6",false
害怕单位嫌他年纪大,去年冬天,"9,4",false
害怕单位嫌他年纪大,73岁的老伴在长安区找了份兼职,"9,15",false
害怕单位嫌他年纪大,他谎称只有60来岁,"9,9",false
害怕单位嫌他年纪大,并托熟人给单位老板买了一条烟,"9,14",false
害怕单位嫌他年纪大,干了仅一个月,"9,6",false
害怕单位嫌他年纪大,老伴生病做手术,"9,7",false
害怕单位嫌他年纪大,单位从身份证上得知了真实年龄,"9,14",false
害怕单位嫌他年纪大,还没等他出院,"9,6",false
害怕单位嫌他年纪大,单位打来电话将他辞退,"9,10",false
这让我感到很伤心,去年冬天,"8,4",false
这让我感到很伤心,73岁的老伴在长安区找了份兼职,"8,15",false
这让我感到很伤心,他谎称只有60来岁,"8,9",false
这让我感到很伤心,并托熟人给单位老板买了一条烟,"8,14",false
这让我感到很伤心,干了仅一个月,"8,6",false
这让我感到很伤心,老伴生病做手术,"8,7",false
这让我感到很伤心,单位从身份证上得知了真实年龄,"8,14",false
这让我感到很伤心,还没等他出院,"8,6",false
这让我感到很伤心,单位打来电话将他辞退,"8,10",true
伤心的不是丢了一份工作,刘老太说,"11,4",false
伤心的不是丢了一份工作,而是看不到蒙蒙上学的希望,"11,12",true
伤心的不是丢了一份工作,我和她爷爷死了,"11,7",false
伤心的不是丢了一份工作,娃咋办,"11,3",false
伤心的不是丢了一份工作,谁能像我似的把鱼刺一根根挑出来喂她吃,"11,18",false
伤心的不是丢了一份工作,最大的愿望,"11,5",false
伤心的不是丢了一份工作,就是想找个学校,"11,7",false
伤心的不是丢了一份工作,让娃学个手艺谋生,"11,8",false
伤心的不是丢了一份工作,刘老太说,"11,4",false
伤心的不是丢了一份工作,她和老伴都是半截身子入土的人,"11,14",false
伤心的不是丢了一份工作,她曾无数次设想过等自己不在了,"11,14",false
伤心的不是丢了一份工作,蒙蒙可能会出现的结局,"11,10",false
伤心的不是丢了一份工作,被人拐卖或是饿死,"11,8",false
他的古道热肠和英勇行为感动了洛阳市民,张忠华说,"18,4",false
他的古道热肠和英勇行为感动了洛阳市民,不清楚河水深度,"18,7",false
他的古道热肠和英勇行为感动了洛阳市民,没敢贸然下水,"18,6",false
他的古道热肠和英勇行为感动了洛阳市民,打算先跳到河中小岛上,"18,10",false
他的古道热肠和英勇行为感动了洛阳市民,此时一个当地口音的男青年上前询问情况,"18,18",false
他的古道热肠和英勇行为感动了洛阳市民,然后他们一前一后跳了下去,"18,12",false
他的古道热肠和英勇行为感动了洛阳市民,张忠华落地时正好掉进一个坑里,"18,14",false
他的古道热肠和英勇行为感动了洛阳市民,瞬间感觉背上发凉,"18,8",false
他的古道热肠和英勇行为感动了洛阳市民,往前跑了几米就摔倒了,"18,10",false
他的古道热肠和英勇行为感动了洛阳市民,然后马上又站起来,"18,8",false
他的古道热肠和英勇行为感动了洛阳市民,和那名男青年一起救出了水中的少女,"18,16",false
他的古道热肠和英勇行为感动了洛阳市民,医院检查发现,"18,6",false
他的古道热肠和英勇行为感动了洛阳市民,张忠华腰椎压缩性骨折,"18,10",false
他的古道热肠和英勇行为感动了洛阳市民,医院表示会减免部分医药费,"18,12",false
他的古道热肠和英勇行为感动了洛阳市民,一些市民主动到医院探望并捐款,"18,14",false
他的古道热肠和英勇行为感动了洛阳市民,目前张忠华收到各界捐款1万多元,"18,15",false
他的古道热肠和英勇行为感动了洛阳市民,洛阳市公安机关为他颁发了见义勇为确认证书,"18,20",false
是何等的令人尊敬,2013年2月22日,"8,10",false
是何等的令人尊敬,蓝向前范金凤夫妇两人来到甘肃省红十字会办理了遗体捐献登记手续,"8,30",false
是何等的令人尊敬,甘肃省红十字会为这对夫妻颁发了遗体捐献卡和志愿捐献遗体纪念证,"8,30",false
是何等的令人尊敬,他们的奉献精神,"8,7",true
是何等的令人尊敬,是何等的高尚,"8,6",false
是何等的令人尊敬,他们的爱心和善举,"8,8",false
是何等的令人尊敬,传递了正能量,"8,6",false
是何等的令人尊敬,理应受到全社会的尊重和赞扬,"8,13",false
是何等的令人尊敬,甘肃省血液中心机采科的工作人员说,"8,16",false
她在日记里写道我很害怕,人常说女儿是贴心小棉袄,"11,11",false
她在日记里写道我很害怕,石泉一男子患白血病,"11,9",false
她在日记里写道我很害怕,只有小女儿配型成功,"11,9",false
她在日记里写道我很害怕,他一再拒绝,"11,5",false
她在日记里写道我很害怕,不愿让8岁的女儿冒险,"11,10",false
她在日记里写道我很害怕,但女儿罗曼琳却表现得异常坚强,"11,14",false
她在日记里写道我很害怕,将自己的骨髓捐献给爸爸,"11,11",true
她在日记里写道我很害怕,但为了救爸爸,"11,6",false
她在日记里写道我很害怕,我不能放弃,"11,5",false
她在日记里写道我很害怕,父亲拒绝用孩子的骨髓听到这个消息,"11,16",false
她在日记里写道我很害怕,我当时觉得天塌下来了,"11,10",false
陈女士情绪低落,昨日,"7,2",false
陈女士情绪低落,接受记者电话采访时,"7,9",false
陈女士情绪低落,在北京陪护的陈女士说,"7,10",false
陈女士情绪低落,3月1日小曼琳的骨髓血已成功注入爸爸体内,"7,20",false
陈女士情绪低落,经过28天观察,"7,7",false
陈女士情绪低落,目前丈夫转移到了病房,"7,10",false
陈女士情绪低落,用不了多久就能回到北京租住的房屋,"7,16",false
陈女士情绪低落,但提及后期的治疗费,"7,9",true
陈女士情绪低落,家里的积蓄亲朋的借款及房屋抵押贷款已经花去90多万元,"7,26",false
陈女士情绪低落,后期治疗仍需一定费用和时间,"7,13",false
令不少人感动,一个年仅8岁的小女孩捐髓救父,"6,14",true
令不少人感动,罗先生在北京这段时间,"6,10",false
令不少人感动,医生病友及北京市民给予了很多帮助,"6,16",false
令不少人感动,石泉县委宣传部一位负责人表示,"6,14",false
令不少人感动,小曼琳捐髓救父的事在家乡感动着每一个人,"6,19",false
令不少人感动,全县群众已募捐了11.88万元现金给小曼琳一家用于治疗,"6,27",false
令不少人感动,希望罗先生早日康复,"6,9",false
再次让余井雅感到震惊,下车后,"10,3",false
再次让余井雅感到震惊,我问他怎么样,"10,6",false
再次让余井雅感到震惊,他说肚子很痛,"10,6",false
再次让余井雅感到震惊,余井雅说,"10,4",false
再次让余井雅感到震惊,等公交车上的乘客都疏散后,"10,12",false
再次让余井雅感到震惊,毛志浩拨打了报警电话,"10,10",false
再次让余井雅感到震惊,但之后发生的事情,"10,8",true
再次让余井雅感到震惊,毛师傅下车后,"10,6",false
再次让余井雅感到震惊,他并没有躺下等候救援,"10,10",false
再次让余井雅感到震惊,而是强忍着剧痛跑到对向车道,"10,13",false
再次让余井雅感到震惊,参与到那里的救援当中,"10,10",false
再次让余井雅感到震惊,直到最后他才登上了120急救车被送往医院治疗,"10,22",false
纪晓鹏的精力充沛得让人惊讶,采访中记者发现,"13,7",false
纪晓鹏的精力充沛得让人惊讶,他从大二开始参加省市级的机械设计大赛,"13,18",false
纪晓鹏的精力充沛得让人惊讶,申请过实用新型专利,"13,9",false
纪晓鹏的精力充沛得让人惊讶,并且获得第九届山东省大学生机电产品创新设计竞赛的一等奖,"13,27",false
纪晓鹏的精力充沛得让人惊讶,现在他又在学习和打工的空余时间参与一项国家级大学生创新创业训练计划项目,"13,35",false
值班经理打开挎包后惊讶地发现,半小时过后,"14,5",false
值班经理打开挎包后惊讶地发现,她一直未见到寻包失主,"14,10",false
值班经理打开挎包后惊讶地发现,就将捡包一事告诉值班经理,"14,12",false
值班经理打开挎包后惊讶地发现,包内放着10万元现金和几张银行卡,"14,16",true
值班经理打开挎包后惊讶地发现,昨日上午9时许,"14,7",false
值班经理打开挎包后惊讶地发现,失主张先生匆匆返回店中询问挎包一事,"14,17",false
值班经理打开挎包后惊讶地发现,夏小姐在仔细询问包内物品后,"14,13",false
值班经理打开挎包后惊讶地发现,确认张先生为挎包主人,"14,10",false
值班经理打开挎包后惊讶地发现,并将挎包还给他,"14,7",false
值班经理打开挎包后惊讶地发现,张先生欲给现金表示感谢,"14,11",false
值班经理打开挎包后惊讶地发现,但被夏小姐拒绝,"14,7",false
陷入淤泥中动弹不得的她本已惊恐万分,恰好居民找来十几块木板,"17,11",false
陷入淤泥中动弹不得的她本已惊恐万分,李建华当机立断,"17,7",false
陷入淤泥中动弹不得的她本已惊恐万分,在居民们的帮助下,"17,8",false
陷入淤泥中动弹不得的她本已惊恐万分,把木板一块块铺着靠近老妪,"17,12",false
陷入淤泥中动弹不得的她本已惊恐万分,自己踏着木板,"17,6",false
陷入淤泥中动弹不得的她本已惊恐万分,晃晃悠悠一点点向前,"17,9",false
陷入淤泥中动弹不得的她本已惊恐万分,准备用救援绳绑住老妪,"17,10",false
陷入淤泥中动弹不得的她本已惊恐万分,保证她不再下陷,"17,7",false
陷入淤泥中动弹不得的她本已惊恐万分,为挖土机到位争取时间,"17,10",false
陷入淤泥中动弹不得的她本已惊恐万分,可是,"17,2",false
陷入淤泥中动弹不得的她本已惊恐万分,老太太患有精神疾病,"17,9",false
陷入淤泥中动弹不得的她本已惊恐万分,见有人还要用绳子来绑,"17,10",false
陷入淤泥中动弹不得的她本已惊恐万分,更是极度不配合,"17,7",false
陷入淤泥中动弹不得的她本已惊恐万分,此时,"17,2",false
陷入淤泥中动弹不得的她本已惊恐万分,李建华脚下的木板不停晃动并大幅下陷,"17,17",false
陷入淤泥中动弹不得的她本已惊恐万分,如果捆绑不成功,"17,7",false
陷入淤泥中动弹不得的她本已惊恐万分,老妪将会眼睁睁被淹没,"17,10",false
担心的是他们再也无力承担高昂的治疗费用,为了给女儿治病,"19,7",false
担心的是他们再也无力承担高昂的治疗费用,他们一家三口来到济南,"19,10",false
担心的是他们再也无力承担高昂的治疗费用,通过朋友介绍将女儿送进了济南血液病医院,"19,19",false
担心的是他们再也无力承担高昂的治疗费用,经过医生的精心治疗,"19,9",false
担心的是他们再也无力承担高昂的治疗费用,王灵丽的病情有了明显好转,"19,12",false
担心的是他们再也无力承担高昂的治疗费用,鼻血基本被止住了,"19,8",false
担心的是他们再也无力承担高昂的治疗费用,全身的疼痛感也日益减轻,"19,11",false
担心的是他们再也无力承担高昂的治疗费用,看着女儿的变化,"19,7",false
担心的是他们再也无力承担高昂的治疗费用,贾爱新既高兴又担心,"19,9",false
高兴的是女儿终于有救了,为了给女儿治病,"11,7",false
高兴的是女儿终于有救了,他们一家三口来到济南,"11,10",false
高兴的是女儿终于有救了,通过朋友介绍将女儿送进了济南血液病医院,"11,19",false
高兴的是女儿终于有救了,经过医生的精心治疗,"11,9",false
高兴的是女儿终于有救了,王灵丽的病情有了明显好转,"11,12",false
高兴的是女儿终于有救了,鼻血基本被止住了,"11,8",false
高兴的是女儿终于有救了,全身的疼痛感也日益减轻,"11,11",false
高兴的是女儿终于有救了,看着女儿的变化,"11,7",false
高兴的是女儿终于有救了,贾爱新既高兴又担心,"11,9",false
最令记者惊讶的就是,在昨天的采访中,"9,7",false
最令记者惊讶的就是,王灵丽丝毫不避讳谈论自己的病情,"9,15",true
最令记者惊讶的就是,她表示自己一定会配合治疗,"9,12",false
最令记者惊讶的就是,但如果家里实在拿不出钱,"9,11",false
最令记者惊讶的就是,她也不会怨恨,"9,6",false
最令记者惊讶的就是,她还确认愿意捐献遗体,"9,10",false
最令记者惊讶的就是,电视上看到很多捐献遗体的事情,"9,14",false
最令记者惊讶的就是,感觉他们很伟大,"9,7",false
最令记者惊讶的就是,我愿意捐,"9,4",false
最令记者惊讶的就是,帮助其他患病的小朋友,"9,10",false
梁金英流露出无限的悲伤,为此,"11,2",false
梁金英流露出无限的悲伤,我丈夫拼命搭客打散工,"11,10",false
梁金英流露出无限的悲伤,终于攒够了钱,"11,6",false
梁金英流露出无限的悲伤,于去年初开始建这栋房,"11,10",false
梁金英流露出无限的悲伤,请不起工人,"11,5",false
梁金英流露出无限的悲伤,他就亲手干,"11,5",false
梁金英流露出无限的悲伤,磨得满手都是水泡,"11,8",false
梁金英流露出无限的悲伤,如今房子刚建好没多久,"11,10",false
梁金英流露出无限的悲伤,但他却无法享受了,"11,8",false
梁金英流露出无限的悲伤,回想到这,"11,4",true
不禁激动地热泪盈眶,下午3时许罗先生来到派出所,"9,13",false
不禁激动地热泪盈眶,终于见到了苦苦寻找两天的老父亲,"9,15",true
不禁激动地热泪盈眶,罗先生告诉民警,"9,7",false
不禁激动地热泪盈眶,他的父亲今年已是76岁高龄,"9,13",false
不禁激动地热泪盈眶,为让父亲完成心愿,"9,8",false
不禁激动地热泪盈眶,他先后带父亲去了三亚又来北京旅游,"9,16",false
不禁激动地热泪盈眶,却不想乘坐地铁时与老父亲走失,"9,14",false
老人失魂落魄心急如焚,价值几十万的收藏品遗落在公交车上会有怎样的遭遇,"10,23",false
老人失魂落魄心急如焚,更重要的是,"10,5",false
老人失魂落魄心急如焚,里面有些东西,"10,6",false
老人失魂落魄心急如焚,是它76岁的主人晚年的精神寄托,"10,15",false
老人失魂落魄心急如焚,而另外一些东西,"10,7",false
老人失魂落魄心急如焚,则是他准备传给子孙的,"10,10",false
老人失魂落魄心急如焚,物品丢失后,"10,5",true
老人失魂落魄心急如焚,幸运的是,"10,4",false
老人失魂落魄心急如焚,他遇到了一位好车长,"10,9",false
老人失魂落魄心急如焚,这名车长不仅懂行,"10,8",false
老人失魂落魄心急如焚,知道这些老东西价值不菲,"10,11",false
老人失魂落魄心急如焚,而且有一双见钱眼不开的眼睛和一颗拾金不昧的心,"10,22",false
哪怕想想我俩一起去时候的样子都高兴,乔大娘说,"17,4",false
哪怕想想我俩一起去时候的样子都高兴,虽然自己不能动,"17,7",false
哪怕想想我俩一起去时候的样子都高兴,可每每听老伴讲,"17,7",false
哪怕想想我俩一起去时候的样子都高兴,她都想着自己去过一样,"17,10",false
哪怕想想我俩一起去时候的样子都高兴,真想去看看,"17,5",false
哪怕想想我俩一起去时候的样子都高兴,我有时做梦,"17,5",false
哪怕想想我俩一起去时候的样子都高兴,就梦见我俩和那些老邻居一起遛弯,"17,15",false
哪怕想想我俩一起去时候的样子都高兴,梦见咱俩一起跑步,"17,8",false
哪怕想想我俩一起去时候的样子都高兴,感觉腿脚好像能动了,"17,9",false
哪怕想想我俩一起去时候的样子都高兴,可一醒来,"17,4",false
哪怕想想我俩一起去时候的样子都高兴,麻木的腿却使不上一丝力气,"17,12",false
哪怕想想我俩一起去时候的样子都高兴,老伴已经出门跑步了,"17,9",false
哪怕想想我俩一起去时候的样子都高兴,我支持他跑步,"17,6",false
哪怕想想我俩一起去时候的样子都高兴,他不能像我这样,"17,7",false
哪怕想想我俩一起去时候的样子都高兴,他得健康,"17,4",false
小磊的无端出走更让马志敏烦恼,小磊常常逃学,"14,6",false
小磊的无端出走更让马志敏烦恼,老师建议马志敏让小磊换个学习环境,"14,16",false
小磊的无端出走更让马志敏烦恼,马志敏想方设法换了一个学校,"14,13",false
小磊的无端出走更让马志敏烦恼,可心里受伤的小磊仍然不听话,"14,13",false
小磊的无端出走更让马志敏烦恼,就这样,"14,3",false
小磊的无端出走更让马志敏烦恼,马志敏夫妇为小磊前后辗转更换了四所中学,"14,19",false
小磊的无端出走更让马志敏烦恼,找到孩子没责怪只是心疼那段时间,"14,15",false
小磊的无端出走更让马志敏烦恼,心理遭受重创的小磊有时会夜不归宿,"14,16",false
小磊的无端出走更让马志敏烦恼,甚至连续出走好几天,"14,9",false
这让马志敏一家着急万分,小磊常常逃学,"11,6",false
这让马志敏一家着急万分,老师建议马志敏让小磊换个学习环境,"11,16",false
这让马志敏一家着急万分,马志敏想方设法换了一个学校,"11,13",false
这让马志敏一家着急万分,可心里受伤的小磊仍然不听话,"11,13",false
这让马志敏一家着急万分,就这样,"11,3",false
这让马志敏一家着急万分,马志敏夫妇为小磊前后辗转更换了四所中学,"11,19",false
这让马志敏一家着急万分,找到孩子没责怪只是心疼那段时间,"11,15",false
这让马志敏一家着急万分,心理遭受重创的小磊有时会夜不归宿,"11,16",false
这让马志敏一家着急万分,甚至连续出走好几天,"11,9",true
马志敏和丈夫幸福地笑了,前不久,"11,3",false
马志敏和丈夫幸福地笑了,马志敏又收到了从部队寄来的喜报,"11,15",false
马志敏和丈夫幸福地笑了,小磊表现突出被评为优秀士兵,"11,13",false
马志敏和丈夫幸福地笑了,看着这红红的喜报,"11,8",true
马志敏和丈夫幸福地笑了,如今,"11,2",false
马志敏和丈夫幸福地笑了,退休后的马志敏重新回到房山法院,"11,15",false
马志敏和丈夫幸福地笑了,负责接待群众来访法律答疑等工作,"11,15",false
小伙子一脸失望,听说没有票,"7,5",true
小伙子一脸失望,更加焦急,"7,4",false
小伙子一脸失望,别着急,"7,3",false
小伙子一脸失望,我来帮你再查查,"7,7",false
小伙子一脸失望,看看从其他站中转有没有,"7,11",false
小伙子一脸失望,裴琳一边安慰着小伙子,"7,10",false
小伙子一脸失望,一边熟练地在售票系统中查询,"7,13",false
更让她欣慰,自己娃娃上幼儿园我拿不出钱,"5,13",false
更让她欣慰,只有把他转到离家很远的一个朋友的幼儿园,"5,19",false
更让她欣慰,学费先欠着,"5,5",false
更让她欣慰,她说,"5,2",false
更让她欣慰,与这些孩子5年的感情让她坚持下来,"5,16",false
更让她欣慰,孩子们一点一滴的成长,"5,10",true
更让她欣慰,现在,"5,2",false
更让她欣慰,学校一共有20名自闭症学生,"5,13",false
更让她欣慰,年龄从2岁至19岁不等,"5,11",false
更让她欣慰,还有9名教师,"5,6",false
伤心得大哭了一场,玲玲从没想过自己是捡来的,"8,12",false
伤心得大哭了一场,要不是为了救她,"8,7",false
伤心得大哭了一场,谭义生和苏琪华可能一辈子也不会告诉她,"8,18",false
伤心得大哭了一场,可现在却瞒不住了自己并非玲玲的生母,"8,17",false
伤心得大哭了一场,无法与其配型,"8,6",false
伤心得大哭了一场,无奈之下,"8,4",false
伤心得大哭了一场,苏琪华只好想到求助孩子的亲生母亲,"8,16",false
伤心得大哭了一场,前日,"8,2",false
伤心得大哭了一场,玲玲知道了自己身世,"8,9",true
白师傅的心情先是丢失两万多元懊恼不已,今天下午3时,"18,6",false
白师傅的心情先是丢失两万多元懊恼不已,农民工白师傅急匆匆赶到太原市客运办,"18,17",false
白师傅的心情先是丢失两万多元懊恼不已,紧紧拉住的哥莲志强的手不肯松开,"18,15",false
白师傅的心情先是丢失两万多元懊恼不已,6个小时里,"18,5",false
而后为失而复得欣喜若狂,今天下午3时,"11,6",false
而后为失而复得欣喜若狂,农民工白师傅急匆匆赶到太原市客运办,"11,17",false
而后为失而复得欣喜若狂,紧紧拉住的哥莲志强的手不肯松开,"11,15",false
而后为失而复得欣喜若狂,6个小时里,"11,5",false
胡老板得知理发室将开业后非常高兴,一个月前,"16,4",false
胡老板得知理发室将开业后非常高兴,胡老板找到我们,"16,7",false
胡老板得知理发室将开业后非常高兴,说起了刘天群的事情,"16,9",false
胡老板得知理发室将开业后非常高兴,我们一听也感动了,"16,8",false
胡老板得知理发室将开业后非常高兴,三里一村社居委负责人说,"16,11",false
胡老板得知理发室将开业后非常高兴,后来,"16,2",false
胡老板得知理发室将开业后非常高兴,我们把康乐新村门卫室改造成一间理发室,"16,18",false
胡老板得知理发室将开业后非常高兴,让刘天群发挥一技之长,"16,10",false
胡老板得知理发室将开业后非常高兴,把自己以前店里剩余的理发用具全部送给刘天群,"16,21",false
胡老板得知理发室将开业后非常高兴,又帮忙把门卫室装修了一遍,"16,12",false
胡老板得知理发室将开业后非常高兴,两个星期前,"16,5",false
胡老板得知理发室将开业后非常高兴,这间理发室开业了,"16,8",false
在河西长塘山小区做清洁工的孙国清就惊喜地领到了550元年终奖这个小区真有人情味,过年了,"39,3",false
在河西长塘山小区做清洁工的孙国清就惊喜地领到了550元年终奖这个小区真有人情味,大家都在晒五花八门的年终奖,"39,13",false
在河西长塘山小区做清洁工的孙国清就惊喜地领到了550元年终奖这个小区真有人情味,可你听说过业主自掏腰包,"39,11",false
在河西长塘山小区做清洁工的孙国清就惊喜地领到了550元年终奖这个小区真有人情味,给物管保安清洁工发年终奖的新鲜事吗,"39,17",false
在河西长塘山小区做清洁工的孙国清就惊喜地领到了550元年终奖这个小区真有人情味,昨日是农历小年,"39,7",false
在河西长塘山小区做清洁工的孙国清就惊喜地领到了550元年终奖这个小区真有人情味,工作这么多年,"39,6",false
在河西长塘山小区做清洁工的孙国清就惊喜地领到了550元年终奖这个小区真有人情味,还是头一次有私人给我发年终奖,"39,14",false
这渺茫的希望令他恐惧,1月29日10时40分,"10,11",false
这渺茫的希望令他恐惧,在苏家坨一偏僻处,"10,8",false
这渺茫的希望令他恐惧,刚满18岁的他走出了高墙电网的海淀看守所,"10,20",false
这渺茫的希望令他恐惧,下意识地抬眼望天浓重的雾霾中,"10,14",false
这渺茫的希望令他恐惧,浮着一轮戴着面纱般浅浅的白日,"10,14",false
这渺茫的希望令他恐惧,事后他这样告诉记者,"10,9",false
这渺茫的希望令他恐惧,其实两个月前,"10,6",false
这渺茫的希望令他恐惧,我就盼望出来了,"10,7",false
这渺茫的希望令他恐惧,可今天一出来,"10,6",false
这渺茫的希望令他恐惧,我就觉得害怕,"10,6",false
这渺茫的希望令他恐惧,天很冷,"10,3",false
这渺茫的希望令他恐惧,缩在单衣单裤里的陈小鹏身边无一亲人,"10,17",false
这渺茫的希望令他恐惧,也没朋友,"10,4",false
这渺茫的希望令他恐惧,看着前来接孩子出去的其他父母,"10,14",false
这渺茫的希望令他恐惧,身上一分钱都没有了,"10,9",false
这渺茫的希望令他恐惧,他小声说,"10,4",false
小鹏的心里满含酸楚,1月29日10时40分,"9,11",false
小鹏的心里满含酸楚,在苏家坨一偏僻处,"9,8",false
小鹏的心里满含酸楚,刚满18岁的他走出了高墙电网的海淀看守所,"9,20",false
小鹏的心里满含酸楚,下意识地抬眼望天浓重的雾霾中,"9,14",false
小鹏的心里满含酸楚,浮着一轮戴着面纱般浅浅的白日,"9,14",false
小鹏的心里满含酸楚,事后他这样告诉记者,"9,9",false
小鹏的心里满含酸楚,其实两个月前,"9,6",false
小鹏的心里满含酸楚,我就盼望出来了,"9,7",false
小鹏的心里满含酸楚,可今天一出来,"9,6",false
小鹏的心里满含酸楚,我就觉得害怕,"9,6",false
小鹏的心里满含酸楚,天很冷,"9,3",false
