emotion_clause,cause_candidate,conn,pairs_len,correctness,is_cause_conn
令其意外并满怀感激,捐款最多的一笔是10万元,而,"9,13",False,false
令其意外并满怀感激,这位广东男子并未留下姓名,但,"9,13",False,false
令其意外并满怀感激,无论周家人如何询问感激,但,"9,12",False,false
令其意外并满怀感激,他都没透露自己的任何信息,但,"9,13",False,false
被前女友骗走存款而怨恨单身年轻女性,拥有名牌大学硕士学历和万元月薪的银行工作岗位的智某,而,"17,26",False,false
被前女友骗走存款而怨恨单身年轻女性,以假恋爱的方式连续诈骗多名事主百余万元,因,"17,20",False,true
被前女友骗走存款而怨恨单身年轻女性,记者21日从北京警方了解到,但,"17,14",False,false
被前女友骗走存款而怨恨单身年轻女性,智某涉嫌诈骗已被警方刑事拘留,因,"17,15",False,true
他被当时的女友骗走了30万元的存款后产生怨恨之心,今年12月11日,但,"24,9",False,false
他被当时的女友骗走了30万元的存款后产生怨恨之心,北京市公安局东城分局北京站派出所接到报警,而,"24,21",False,false
他被当时的女友骗走了30万元的存款后产生怨恨之心,一女子称10日晚在附近一酒店内,但,"24,16",False,false
他被当时的女友骗走了30万元的存款后产生怨恨之心,被自己的男朋友以帮助办理北京户口为骗走5万元,却,"24,23",False,false
他被当时的女友骗走了30万元的存款后产生怨恨之心,民警赶到案发酒店,当,"24,9",False,false
他被当时的女友骗走了30万元的存款后产生怨恨之心,将尚未办理退房手续的嫌疑人智某抓获,便,"24,18",False,true
他被当时的女友骗走了30万元的存款后产生怨恨之心,智某今年31岁,而,"24,8",False,false
他被当时的女友骗走了30万元的存款后产生怨恨之心,某名牌大学硕士研究生毕业后,由,"24,14",False,true
他被当时的女友骗走了30万元的存款后产生怨恨之心,在一家银行工作,但,"24,8",False,false
他被当时的女友骗走了30万元的存款后产生怨恨之心,智某交代,但,"24,5",False,false
他被当时的女友骗走了30万元的存款后产生怨恨之心,5年前,而,"24,4",False,false
他被当时的女友骗走了30万元的存款后产生怨恨之心,在多家交友网站论坛上,但,"24,11",False,false
他被当时的女友骗走了30万元的存款后产生怨恨之心,虚构官二代富二代等身份公开征友,因,"24,16",False,true
他被当时的女友骗走了30万元的存款后产生怨恨之心,先后获取5名事主的信任,因,"24,12",False,true
他被当时的女友骗走了30万元的存款后产生怨恨之心,随后,但,"24,3",False,false
他被当时的女友骗走了30万元的存款后产生怨恨之心,智某先后以公司财务困难帮助办理户口父母治病等不同理,而,"24,26",False,false
他被当时的女友骗走了30万元的存款后产生怨恨之心,从5名事主手中骗取100余万元,更,"24,16",False,false
小海池已经煎熬了17个月,昨天下午,但,"12,5",False,false
小海池已经煎熬了17个月,郑州大学一附院急救中心12号楼5楼小儿内屋血液科22床,故,"12,28",False,true
小海池已经煎熬了17个月,陈水莲静静地坐在病床旁,而,"12,12",False,false
小海池已经煎熬了17个月,她9岁的儿子袁海池发着烧,而,"12,13",False,false
小海池已经煎熬了17个月,昏睡在一旁,就,"12,6",False,false
小海池已经煎熬了17个月,从确诊为骨髓异常增生综合征以来,但,"12,16",True,false
小海池已经煎熬了17个月,5天前,由,"12,4",False,true
小海池已经煎熬了17个月,小海池病情加重,因,"12,8",False,true
小海池已经煎熬了17个月,被确诊为急性骨髓系白血病,因,"12,13",False,true
但同时又有顾虑,敬遂东是一名普通工人,而,"7,11",False,false
但同时又有顾虑,先后5次无偿献血,因,"7,9",False,true
但同时又有顾虑,2013年4月加入中华骨髓库,而,"7,15",False,false
但同时又有顾虑,成为造血干细胞捐献志愿者,而,"7,13",False,false
但同时又有顾虑,今年2月,如,"7,5",False,false
但同时又有顾虑,中华骨髓库检索得出,由,"7,10",False,true
但同时又有顾虑,比利时一名白血病患者与敬遂东骨髓配型相合,如,"7,21",False,false
但同时又有顾虑,新郑市红会的工作人员高先生回忆,而,"7,16",False,false
但同时又有顾虑,得知配型成功,而,"7,7",False,false
但同时又有顾虑,他们第一次找到敬遂东时,当,"7,12",False,false
但同时又有顾虑,敬遂东说想救这个人,但,"7,10",False,false
但同时又有顾虑,担心抽骨髓会对自己身体有影响,因,"7,15",True,true
但同时又有顾虑,还要到北京去一个星期,但,"7,11",False,false
但同时又有顾虑,也不放心家中的父母与儿女,但,"7,13",False,false
他的心里都暖暖的,小梅,苟,"8,3",False,false
他的心里都暖暖的,你记不记得,但,"8,6",False,false
他的心里都暖暖的,我们说好的,但,"8,6",False,false
他的心里都暖暖的,今年过年就回老家结婚生孩子,但,"8,14",False,false
他的心里都暖暖的,我们自己造个新房,而,"8,9",False,false
他的心里都暖暖的,好好过日子,就,"8,6",False,false
他的心里都暖暖的,爱情片经典桥段,而,"8,8",False,false
他的心里都暖暖的,在台州市第一人民医院病房真实上演贵州小伙沈岚给病床上的女孩按着脚,就,"8,33",False,false
他的心里都暖暖的,嘴里说个不停,但,"8,7",False,false
他的心里都暖暖的,女友注视着他,而,"8,7",False,false
他的心里都暖暖的,静静地听着,就,"8,6",False,false
他的心里都暖暖的,偶尔动一动手指,就,"8,8",False,false
他的心里都暖暖的,大概是表示赞同,但,"8,8",False,false
他的心里都暖暖的,医院神经外科副主任医师杨明说,总,"8,15",False,false
他的心里都暖暖的,每次看到这样的场面,但,"8,10",True,false
心里难受得无法形容,园园走了,但,"9,5",True,false
心里难受得无法形容,一起并肩战斗4年零5个月,但,"9,13",False,false
心里难受得无法形容,想起她的欢声笑语,就,"9,9",False,false
心里难受得无法形容,百感交集,而,"9,5",False,false
心里难受得无法形容,昨日下午,但,"9,5",False,false
心里难受得无法形容,郑州电视台903室,故,"9,10",False,true
心里难受得无法形容,31岁的制片人李海龙眼圈红红的,而,"9,16",False,false
心里难受得无法形容,2010年7月,但,"9,8",False,false
心里难受得无法形容,郑州电视台面向全国进行了一场主持人公开招聘选拔大赛,而,"9,26",False,false
心里难受得无法形容,身材高挑浓眉大眼口齿伶俐温婉可人的邱园园进入评委们的视野,当,"9,29",False,false
心里难受得无法形容,这个来自山东临沂的漂亮女孩,而,"9,14",False,false
心里难受得无法形容,出生于1988年9月,而,"9,11",False,false
心里难受得无法形容,刚刚从中国传媒大学南广学院科班毕业,但,"9,18",False,false
心里难受得无法形容,在上千名选手中脱颖而出,而,"9,12",False,false
心里难受得无法形容,其实,但,"9,3",False,false
心里难受得无法形容,她之加盟郑州电视台,因,"9,10",False,true
心里难受得无法形容,缘于一场刻骨铭心的校园爱情,却,"9,14",False,false
俩人及其亲朋好友都沉浸在兴奋和快乐中,3月份前后,但,"18,6",False,false
俩人及其亲朋好友都沉浸在兴奋和快乐中,园园怀孕了,而,"18,6",True,false
俩人及其亲朋好友都沉浸在兴奋和快乐中,谁也没想到,但,"18,6",False,false
俩人及其亲朋好友都沉浸在兴奋和快乐中,一场突如其来的噩耗竟然残忍地结束了这一切,但,"18,21",False,false
俩人及其亲朋好友都沉浸在兴奋和快乐中,在一次初期孕检中,但,"18,9",False,false
俩人及其亲朋好友都沉浸在兴奋和快乐中,园园被意外查出患上了恶性肿瘤,而,"18,15",False,false
俩人及其亲朋好友都沉浸在兴奋和快乐中,而且是中晚期,而,"18,7",False,false
俩人及其亲朋好友都沉浸在兴奋和快乐中,结婚之后,但,"18,5",False,false
俩人及其亲朋好友都沉浸在兴奋和快乐中,当妈妈是她最大的心愿,但,"18,11",False,false
俩人及其亲朋好友都沉浸在兴奋和快乐中,昨日下午,但,"18,5",False,false
俩人及其亲朋好友都沉浸在兴奋和快乐中,园园的丈夫张祺宣说,而,"18,10",False,false
俩人及其亲朋好友都沉浸在兴奋和快乐中,漫漫长夜里,但,"18,6",False,false
俩人及其亲朋好友都沉浸在兴奋和快乐中,两人相互拥抱,而,"18,7",False,false
俩人及其亲朋好友都沉浸在兴奋和快乐中,泪流满面,而,"18,5",False,false
初为父母的满腔喜悦被妻子的病情给打击得不知所措,3月份前后,但,"23,6",False,false
初为父母的满腔喜悦被妻子的病情给打击得不知所措,园园怀孕了,当,"23,6",False,false
初为父母的满腔喜悦被妻子的病情给打击得不知所措,谁也没想到,但,"23,6",False,false
初为父母的满腔喜悦被妻子的病情给打击得不知所措,一场突如其来的噩耗竟然残忍地结束了这一切,但,"23,21",False,false
初为父母的满腔喜悦被妻子的病情给打击得不知所措,在一次初期孕检中,但,"23,9",False,false
初为父母的满腔喜悦被妻子的病情给打击得不知所措,园园被意外查出患上了恶性肿瘤,而,"23,15",False,false
初为父母的满腔喜悦被妻子的病情给打击得不知所措,而且是中晚期,但,"23,7",False,false
初为父母的满腔喜悦被妻子的病情给打击得不知所措,结婚之后,但,"23,5",False,false
初为父母的满腔喜悦被妻子的病情给打击得不知所措,当妈妈是她最大的心愿,但,"23,11",False,false
初为父母的满腔喜悦被妻子的病情给打击得不知所措,昨日下午,但,"23,5",False,false
初为父母的满腔喜悦被妻子的病情给打击得不知所措,园园的丈夫张祺宣说,苟,"23,10",False,false
初为父母的满腔喜悦被妻子的病情给打击得不知所措,漫漫长夜里,当,"23,6",False,false
初为父母的满腔喜悦被妻子的病情给打击得不知所措,两人相互拥抱,当,"23,7",False,false
初为父母的满腔喜悦被妻子的病情给打击得不知所措,泪流满面,而,"23,5",False,false
她现在最发愁的,母亲张自慧说,但,"7,7",False,false
她现在最发愁的,女儿得病很不幸,但,"7,8",False,false
她现在最发愁的,但他们一家人又幸运地遇到很多好人,但,"7,17",False,false
她现在最发愁的,她现在在医院当保洁员,而,"7,11",False,false
她现在最发愁的,是医院医护人员看她可怜,就,"7,12",False,false
她现在最发愁的,帮她找的工作,就,"7,7",False,false
她现在最发愁的,张自慧说,但,"7,5",False,false
她现在最发愁的,就是女儿后续治疗费用,但,"7,11",True,false
她现在最发愁的,如果要根治这个病,但,"7,9",False,false
她现在最发愁的,就得进行肾脏移植手术,但,"7,11",False,false
她现在最发愁的,要30万元,就,"7,6",False,false
她现在最发愁的,我们实在拿不出来,但,"7,9",False,false
家人的不离不弃更让人感动,还有好心人说,但,"12,7",False,false
家人的不离不弃更让人感动,如果武小莉能找到合适的肾源,但,"12,14",False,false
家人的不离不弃更让人感动,愿意为她筹集手术费用,更,"12,11",False,false
家人的不离不弃更让人感动,已收到4000元爱心捐款了,但,"12,14",False,false
家人的不离不弃更让人感动,邱华说,由,"12,4",False,true
家人的不离不弃更让人感动,这个孩子求生的愿望让人震撼,但,"12,14",False,false
家人的不离不弃更让人感动,希望社会上的爱心人士伸出援手,更,"12,15",False,false
家人的不离不弃更让人感动,帮帮这个困难的家庭,就,"12,10",False,false
老人一怒之下,家住烟台市区生养了7个子女四男三女的九旬老人王瑜娥怎么也想不到,而,"6,32",False,false
老人一怒之下,含辛茹苦地将孩子们拉扯成人,便,"6,14",False,true
老人一怒之下,在她生活不能自理的时候,就,"6,12",False,false
老人一怒之下,四个儿子不仅不伺候照顾小儿子还将她的胳膊打断,而,"6,23",True,false
老人一怒之下,将四个儿子告上法庭,却,"6,10",False,false
老人一怒之下,申请增加赡养费,因,"6,8",False,true
老人一怒之下,并要求支付护理费,但,"6,9",False,false
心灰意冷,2009年底,但,"4,7",False,false
心灰意冷,陪刘某回邵东老家见父母后,因,"4,13",False,true
心灰意冷,刘伟人间蒸发,与,"4,7",False,false
心灰意冷,在刘某的再三追问下,但,"4,10",False,false
心灰意冷,刘伟道出实情盗窃被抓,因,"4,11",False,true
心灰意冷,关在衡阳监狱,因,"4,7",False,true
心灰意冷,2010年至2014年,由,"4,12",False,true
心灰意冷,刘伟以身体不好需要治疗每月需要生活费为,但,"4,20",False,false
心灰意冷,让刘某每月向刘伟提供的银行账号汇款,就,"4,18",False,false
心灰意冷,经过近5年的汇款,但,"4,9",False,false
心灰意冷,刘某不但花光了所有的积蓄,而,"4,13",False,false
心灰意冷,转让了理发店,但,"4,7",False,false
心灰意冷,而且借了不少债务,但,"4,9",False,false
心灰意冷,遥遥无期的等待中刘某感到刘伟释放无望,但,"4,19",True,false
很多教职员工感到吃惊,举报事件发生之后,当,"10,9",False,false
很多教职员工感到吃惊,学院领导和段雄春作了谈话,由,"10,13",False,true
很多教职员工感到吃惊,段雄春承认感情出轨,与,"10,10",False,false
很多教职员工感到吃惊,称对方是一名经济宽裕的离异中年妇女,但,"10,18",False,false
很多教职员工感到吃惊,50岁左右,但,"10,6",False,false
很多教职员工感到吃惊,户籍和工作关系均不在东莞,但,"10,13",False,false
很多教职员工感到吃惊,该工作人员称,但,"10,7",False,false
很多教职员工感到吃惊,其与段雄春夫妇都很熟,因,"10,11",False,true
很多教职员工感到吃惊,段雄春的妻子也是学院教职员工,而,"10,15",False,false
很多教职员工感到吃惊,段雄春曾经请求学院处理此事的工作人员,但,"10,19",False,false
很多教职员工感到吃惊,帮忙抚慰其妻子的情绪,但,"10,11",False,false
很多教职员工感到吃惊,27日下午5点来钟,而,"10,10",False,false
很多教职员工感到吃惊,记者接东莞理工学院一教授电话,但,"10,15",False,false
很多教职员工感到吃惊,称当天下午的教职工会上,但,"10,12",False,false
很多教职员工感到吃惊,学院纪委书记谈到段雄春涉婚外情遭举报的事情,而,"10,22",True,false
他非常欣慰,今年年初,而,"5,5",False,false
他非常欣慰,海曙月湖街道办事处副主任陈永照获知了黄老的微心愿后,而,"5,26",False,false
他非常欣慰,下决心要传承老人的爱心,就,"5,12",False,false
他非常欣慰,帮他圆梦资助500个贫困孩子上学,就,"5,17",False,false
他非常欣慰,说做就做,但,"5,5",False,false
他非常欣慰,今年1月份,而,"5,6",False,false
他非常欣慰,黄爷爷爱心助学基金在月湖街道成立了,而,"5,18",False,false
他非常欣慰,通过企业捐资党员青年志愿者们爱心义卖热心市民捐款等,如,"5,26",False,false
他非常欣慰,到目前为止,但,"5,6",False,false
他非常欣慰,这个基金已经募集了爱心款15.5万元,而,"5,19",False,false
他非常欣慰,昨天,但,"5,3",False,false
他非常欣慰,是黄爷爷爱心助学基金正式运行的日子基金通过海曙团区委的牵线搭桥,就,"5,32",False,false
他非常欣慰,决定为青海天峻县的58位品学兼优的贫困孩子捐资一年爱心午餐,更,"5,30",False,false
他非常欣慰,每个孩子每年600元,但,"5,11",False,false
他非常欣慰,共计3.48万元,总,"5,9",False,false
他非常欣慰,当大家把这个好消息告诉黄老时,但,"5,15",True,false
后悔不已的老吴不停地自责,最初的那几天,而,"12,7",False,false
后悔不已的老吴不停地自责,老吴几乎每晚都无法入睡,而,"12,12",False,false
后悔不已的老吴不停地自责,心情糟糕到了极点,但,"12,9",False,false
后悔不已的老吴不停地自责,那时我连甩了自己几个耳光,但,"12,13",False,false
后悔不已的老吴不停地自责,如果没有这些荒唐的行为,但,"12,12",True,false
后悔不已的老吴不停地自责,怎么可能这样,但,"12,7",False,false
后悔不已的老吴不停地自责,明白幸福真谛想到父母和女儿,当,"12,14",False,false
后悔不已的老吴不停地自责,老吴明白自己不能垮,但,"12,10",False,false
后悔不已的老吴不停地自责,慢慢拾起了对生活的信心,但,"12,12",False,false
自己也害怕了,扬子晚报记者从秦淮公安分局光华路派出所了解到,但,"6,23",False,false
自己也害怕了,着火的房间位于一幢11层高的居民楼的顶层,而,"6,21",False,false
自己也害怕了,远远地就能见到火光冲天,但,"6,12",False,false
自己也害怕了,浓烟滚滚,但,"6,5",False,false
自己也害怕了,失火的居民家中有煤气管道及大量的易燃物品,因,"6,21",False,true
自己也害怕了,大火扑灭后,当,"6,6",False,false
自己也害怕了,经过警方现场的调查,但,"6,10",False,false
自己也害怕了,租住在失火房间内的女子陈某有纵火的嫌疑,而,"6,20",False,false
自己也害怕了,民警在火灾现场找到了陈某,而,"6,13",False,false
自己也害怕了,陈某也承认了自己放火的事实,而,"6,14",False,false
自己也害怕了,陈某称,但,"6,4",False,false
自己也害怕了,自己和男朋友感情非常好,但,"6,12",False,false
自己也害怕了,可是前段时间男朋友向她提出了分手,但,"6,17",False,false
自己也害怕了,她接受不了,但,"6,6",False,false
自己也害怕了,这才在租住的房屋内点燃了被子,但,"6,15",False,false
自己也害怕了,没想到火势越来越大,但,"6,10",True,false
自己也害怕了,控制不住火势就将大门一关,但,"6,13",False,false
自己也害怕了,跑下了楼,就,"6,5",False,false
当民警赶到时看到了让人震惊的一幕,2014年11月10日上午11时52分,而,"16,20",False,false
当民警赶到时看到了让人震惊的一幕,沙湾县公安局四道河子派出所接到辖区外来务工人员许某电话报警称自己快要被妻子打死了,而,"16,41",False,false
当民警赶到时看到了让人震惊的一幕,请求派出所民警救救他,就,"16,11",False,false
当民警赶到时看到了让人震惊的一幕,值班民警迅速赶许某所述地点,而,"16,14",False,false
当民警赶到时看到了让人震惊的一幕,一名30多岁的男子蜷缩在角落上身赤裸并伴随着全身青紫的伤痕,而,"16,30",True,false
当民警赶到时看到了让人震惊的一幕,眼神透露着绝望的表情,但,"16,11",False,false
当民警赶到时看到了让人震惊的一幕,看到此景,当,"16,5",False,false
当民警赶到时看到了让人震惊的一幕,民警立即将该男子送往镇卫生院救治,而,"16,17",False,false
眼神透露着绝望的表情,2014年11月10日上午11时52分,而,"10,20",False,false
眼神透露着绝望的表情,沙湾县公安局四道河子派出所接到辖区外来务工人员许某电话报警称自己快要被妻子打死了,而,"10,41",False,false
眼神透露着绝望的表情,请求派出所民警救救他,但,"10,11",False,false
眼神透露着绝望的表情,值班民警迅速赶许某所述地点,而,"10,14",False,false
眼神透露着绝望的表情,当民警赶到时看到了让人震惊的一幕,但,"10,17",False,false
眼神透露着绝望的表情,一名30多岁的男子蜷缩在角落,而,"10,15",False,false
眼神透露着绝望的表情,上身赤裸并伴随着全身青紫的伤痕,但,"10,16",True,false
眼神透露着绝望的表情,看到此景,若,"10,5",False,false
眼神透露着绝望的表情,民警立即将该男子送往镇卫生院救治,而,"10,17",False,false
高兴的从老家赶来,就在许某憧憬着美好的未来时,而,"8,14",False,false
高兴的从老家赶来,谁知噩梦也悄悄来临,但,"8,10",False,false
高兴的从老家赶来,第一次遭遇家暴是婚后不久的春节期间,但,"8,18",False,false
高兴的从老家赶来,许某的老母亲听说儿子在新疆结婚了,当,"8,17",True,false
高兴的从老家赶来,想看看已过门的儿媳妇,就,"8,11",False,false
高兴的从老家赶来,谁知一进家门就看到自己的儿子在收拾房子擦地,但,"8,22",False,false
高兴的从老家赶来,儿媳王某去串门打麻将去了,与,"8,13",False,false
高兴的从老家赶来,许某的老母亲即难过又心疼,而,"8,13",False,false
高兴的从老家赶来,就立刻放下行李帮儿子收拾起家务来,但,"8,17",False,false
许某的老母亲即难过又心疼,就在许某憧憬着美好的未来时,而,"12,14",False,false
许某的老母亲即难过又心疼,谁知噩梦也悄悄来临,但,"12,10",False,false
许某的老母亲即难过又心疼,第一次遭遇家暴是婚后不久的春节期间,但,"12,18",False,false
许某的老母亲即难过又心疼,许某的老母亲听说儿子在新疆结婚了,当,"12,17",False,false
许某的老母亲即难过又心疼,高兴的从老家赶来,便,"12,9",False,true
许某的老母亲即难过又心疼,想看看已过门的儿媳妇,就,"12,11",False,false
许某的老母亲即难过又心疼,谁知一进家门就看到自己的儿子在收拾房子擦地儿媳王某去串门打麻将去了,但,"12,34",True,false
许某的老母亲即难过又心疼,就立刻放下行李帮儿子收拾起家务来,但,"12,17",False,false
每天哭闹不停,9岁时,但,"6,4",False,false
每天哭闹不停,家贫寄养被拐卖1959年,因,"6,13",False,true
每天哭闹不停,王小梅的父母迫于生活的无奈,而,"6,14",False,false
每天哭闹不停,只能将年仅9岁的三女儿王小梅抱给村里的邻居寄养,因,"6,24",False,true
每天哭闹不停,不料邻居将王小梅拐卖到了陕西省咸阳市一个偏僻的村庄里,却,"6,27",False,false
每天哭闹不停,王小梅知道自己被拐后,当,"6,11",True,false
每天哭闹不停,时刻思念着远方的亲人,却,"6,11",False,false
每天哭闹不停,噩梦并未结束,但,"6,7",False,false
每天哭闹不停,王小梅又再次被转卖到甘肃省庆阳市宁县一个更加偏远的村庄里,而,"6,29",False,false
每天哭闹不停,在这个村庄里,就,"6,7",False,false
每天哭闹不停,王小梅受尽了折磨,但,"6,9",False,false
每天哭闹不停,吃尽了苦头,却,"6,6",False,false
王小梅过上了幸福的生活,噩梦并未结束,但,"11,7",False,false
王小梅过上了幸福的生活,王小梅又再次被转卖到甘肃省庆阳市宁县一个更加偏远的村庄里,但,"11,29",False,false
王小梅过上了幸福的生活,在这个村庄里,就,"11,7",False,false
王小梅过上了幸福的生活,王小梅受尽了折磨,但,"11,9",False,false
王小梅过上了幸福的生活,吃尽了苦头,却,"11,6",False,false
王小梅过上了幸福的生活,一次偶然的机会,但,"11,8",False,false
王小梅过上了幸福的生活,王小梅偷偷跑出向当地政府求救,但,"11,15",False,false
王小梅过上了幸福的生活,并被一位好心市民收养,但,"11,11",False,false
王小梅过上了幸福的生活,在养父一家的帮助下,但,"11,10",True,false
王小梅过上了幸福的生活,此后以优异的成绩考入大学,但,"11,13",False,false
王小梅过上了幸福的生活,毕业后进入兰州某医院工作,但,"11,13",False,false
王小梅过上了幸福的生活,王小梅被拐走后,当,"11,8",False,false
王小梅过上了幸福的生活,多次到四川成都资阳简阳等地寻找女儿,因,"11,18",False,true
王小梅过上了幸福的生活,但都杳无音讯,但,"11,7",False,false
其母亲袁某珍悔恨不已,噩梦并未结束,但,"10,7",False,false
其母亲袁某珍悔恨不已,王小梅又再次被转卖到甘肃省庆阳市宁县一个更加偏远的村庄里,而,"10,29",False,false
其母亲袁某珍悔恨不已,在这个村庄里,就,"10,7",False,false
其母亲袁某珍悔恨不已,王小梅受尽了折磨,而,"10,9",False,false
其母亲袁某珍悔恨不已,吃尽了苦头,却,"10,6",False,false
其母亲袁某珍悔恨不已,一次偶然的机会,但,"10,8",False,false
其母亲袁某珍悔恨不已,王小梅偷偷跑出向当地政府求救,而,"10,15",False,false
其母亲袁某珍悔恨不已,并被一位好心市民收养,但,"10,11",False,false
其母亲袁某珍悔恨不已,在养父一家的帮助下,但,"10,10",False,false
其母亲袁某珍悔恨不已,此后以优异的成绩考入大学,但,"10,13",False,false
其母亲袁某珍悔恨不已,毕业后进入兰州某医院工作,但,"10,13",False,false
其母亲袁某珍悔恨不已,王小梅被拐走后,而,"10,8",True,false
其母亲袁某珍悔恨不已,多次到四川成都资阳简阳等地寻找女儿,因,"10,18",False,true
其母亲袁某珍悔恨不已,但都杳无音讯,但,"10,7",False,false
袁某珍从此陷入对女儿的无尽思念之中,噩梦并未结束,但,"17,7",False,false
袁某珍从此陷入对女儿的无尽思念之中,王小梅又再次被转卖到甘肃省庆阳市宁县一个更加偏远的村庄里,而,"17,29",False,false
袁某珍从此陷入对女儿的无尽思念之中,在这个村庄里,就,"17,7",False,false
袁某珍从此陷入对女儿的无尽思念之中,王小梅受尽了折磨,而,"17,9",False,false
袁某珍从此陷入对女儿的无尽思念之中,吃尽了苦头,却,"17,6",False,false
袁某珍从此陷入对女儿的无尽思念之中,一次偶然的机会,但,"17,8",False,false
袁某珍从此陷入对女儿的无尽思念之中,王小梅偷偷跑出向当地政府求救,而,"17,15",False,false
袁某珍从此陷入对女儿的无尽思念之中,并被一位好心市民收养,但,"17,11",False,false
袁某珍从此陷入对女儿的无尽思念之中,在养父一家的帮助下,但,"17,10",False,false
袁某珍从此陷入对女儿的无尽思念之中,此后以优异的成绩考入大学,但,"17,13",False,false
袁某珍从此陷入对女儿的无尽思念之中,毕业后进入兰州某医院工作,但,"17,13",False,false
袁某珍从此陷入对女儿的无尽思念之中,王小梅被拐走后,当,"17,8",False,false
袁某珍从此陷入对女儿的无尽思念之中,多次到四川成都资阳简阳等地寻找女儿,便,"17,18",False,true
袁某珍从此陷入对女儿的无尽思念之中,但都杳无音讯,但,"17,7",True,false
她很害怕,31日凌晨3点,而,"4,8",False,false
她很害怕,周丽娟拿出刀对陈某说如果分手就死给你看,但,"4,20",False,false
她很害怕,我拿着刀挥来挥去,但,"4,9",False,false
她很害怕,他就过来抢刀,而,"4,7",False,false
她很害怕,具体过程我回忆不起来了,但,"4,12",False,false
她很害怕,周丽娟说,但,"4,5",False,false
她很害怕,只记得当时她丧失了理智拿刀自残,但,"4,16",False,false
她很害怕,陈某上来抢她的刀,但,"4,9",False,false
她很害怕,她就往回夺,但,"4,6",False,false
她很害怕,她也不清楚陈某的伤是怎么造成的,但,"4,16",False,false
她很害怕,周丽娟说,但,"4,5",False,false
她很害怕,陈某拿起电话要报警,但,"4,10",True,false
她很害怕,就在陈某报警时扎了他脖子一刀,但,"4,15",False,false
他自称做上门女婿的生活很压抑,1990年出生的葛宜峰和妻子结婚两个多月后闹离婚,而,"14,25",False,false
他自称做上门女婿的生活很压抑,烦闷之中在车里将妻子杀死,但,"14,13",False,false
他自称做上门女婿的生活很压抑,昨天上午,但,"14,5",False,false
他自称做上门女婿的生活很压抑,葛宜峰涉嫌意杀人罪在市二中院受审,因,"14,17",False,true
他自称做上门女婿的生活很压抑,其岳父母向其索赔106万余元,但,"14,15",False,false
他自称做上门女婿的生活很压抑,并要求判处极刑,但,"14,8",False,false
婚后的家庭生活让他很压抑,今年2月5日,但,"12,7",False,false
婚后的家庭生活让他很压抑,正月初六,如,"12,5",False,false
婚后的家庭生活让他很压抑,他和同岁的同乡陈某结婚,而,"12,12",False,false
婚后的家庭生活让他很压抑,随后来到北京,但,"12,7",False,false
婚后的家庭生活让他很压抑,住在岳父母位于大兴区黄村镇的出租屋内,就,"12,19",False,false
婚后的家庭生活让他很压抑,做起了上门女婿,却,"12,8",False,false
婚后的家庭生活让他很压抑,葛宜峰说,但,"12,5",False,false
婚后的家庭生活让他很压抑,他和岳母关系不融洽,而,"12,10",True,false
婚后的家庭生活让他很压抑,结婚当天就琐事被岳母骂了一顿,但,"12,15",False,false
婚后的家庭生活让他很压抑,他为此发过微信朋友圈这婚结的,但,"12,15",False,false
婚后的家庭生活让他很压抑,一点高兴的理都没有,却,"12,10",False,false
这让他很愤怒,4月27日,但,"6,6",False,false
这让他很愤怒,陈某早上出门,而,"6,7",False,false
这让他很愤怒,葛宜峰说,但,"6,5",False,false
这让他很愤怒,他在家还未起床,而,"6,8",False,false
这让他很愤怒,就听到岳母不停地数落他和他的家人称他配不上她的女儿,但,"6,26",True,false
这让他很愤怒,他说自己给妻子发短信,但,"6,11",False,false
这让他很愤怒,说被岳母骂,就,"6,6",False,false
这让他很愤怒,妻子回复我妈就那样,但,"6,10",False,false
这让他很愤怒,过了一会儿,但,"6,6",False,false
这让他很愤怒,妻子回家,与,"6,5",False,false
这让他很愤怒,扔他的衣服,就,"6,6",False,false
这让他很愤怒,说离婚了就别住她家里,就,"6,11",False,false
女儿的出生为黄魁吾夫妇带来了无与伦比的喜悦,49年前,或,"21,5",False,false
女儿的出生为黄魁吾夫妇带来了无与伦比的喜悦,可没多久,但,"21,5",False,false
女儿的出生为黄魁吾夫妇带来了无与伦比的喜悦,两人渐渐发现女儿似乎与其他孩子不同,但,"21,18",False,false
女儿的出生为黄魁吾夫妇带来了无与伦比的喜悦,一天天长大的她,而,"21,8",False,false
女儿的出生为黄魁吾夫妇带来了无与伦比的喜悦,不会坐,就,"21,4",False,false
女儿的出生为黄魁吾夫妇带来了无与伦比的喜悦,不会爬,但,"21,4",False,false
女儿的出生为黄魁吾夫妇带来了无与伦比的喜悦,甚至不会自己翻身,但,"21,9",False,false
女儿的出生为黄魁吾夫妇带来了无与伦比的喜悦,奔波了多家医院后,但,"21,9",False,false
女儿的出生为黄魁吾夫妇带来了无与伦比的喜悦,夫妇俩不得不接受女儿患有先天性脑瘫的事实,但,"21,21",False,false
李某觉得十分委屈,2013年12月28日凌晨2时许,而,"8,17",False,false
李某觉得十分委屈,李某和曹某二人发生争执,但,"8,12",False,false
李某觉得十分委屈,曹某对李某进行殴打,而,"8,10",True,false
李某觉得十分委屈,为吓唬男友发泄怨愤,因,"8,10",False,true
李某觉得十分委屈,她用打火机点燃了被子,但,"8,11",False,false
李某觉得十分委屈,一旁的曹某及时制止了李某,而,"8,13",False,false
